scenario_id,terrain_type,selected_blue_id,selected_red_id,selected_advantage,blue_doctrinal_alignment,red_doctrinal_alignment,path_optionality,vertex_parsimony,worldline_completion,council_diversity,revised_diversity,consensus_gap,adversarial_pressure,robustness_margin,pressure_reduction,n_blue_candidates,n_revised_candidates,selected_round,blue_wins
air-defense-133,air_defense,a8af60cd,cf7c71c4,0.5123834849957911,0.86,1.0,0.0,0.5,0.25,0.3333333333333334,0.5,0.008772862254795899,0.6084417047960223,0.008772862254795899,0.012074631387533397,5,2,1,True
humanitarian-evacuation-134,urban_humanitarian,bc6d9a97,fe2c1ae4,0.5136719226901634,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0077433004997937704,0.599952823748076,0.012315759558648831,0.04029677640979945,5,2,1,True
urban-133,urban,f8d33332,1530e06f,0.5010003816869966,1.0,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.004747791407300361,0.662462024210237,0.004747791407300361,-0.026308762474403502,5,2,1,True
maritime-134,maritime,3a4ed474,db578f6c,0.4935269558728925,1.0,0.9550000000000001,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.03040767650004561,0.646526297950707,0.03040767650004561,0.006083617236862016,5,2,1,True
multi-domain-135,mixed,65e9a5d8,3cccd4c3,0.5357725311564348,0.9550000000000001,0.815,0.0,0.5,1.0,0.9400000000000001,1.0,0.04166369213031196,0.5903534235990542,0.05161143286592523,0.024093327692818023,5,2,1,True
air-defense-136,air_defense,5cb74a0d,61d3ab52,0.48410737791074465,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.005079786724029034,0.6603654538750028,0.005079786724029034,-0.019416284343851675,5,2,1,False
humanitarian-evacuation-137,urban_humanitarian,5a7e9085,0926f463,0.49974586707834845,1.0,0.86,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0005888653374296338,0.6149157555999267,0.0,0.003982044304367216,5,2,0,True
urban-136,urban,26d6e6fb,1cf7c94c,0.5217753507825367,0.86,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.015337979179092909,0.5884395402864958,0.015337979179092909,0.03398708844418252,5,2,1,True
maritime-137,maritime,5964ce40,bdec24f5,0.4897862208149695,0.815,0.815,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.0014037212397958188,0.6552679214734468,0.0014037212397958188,-0.03498130581170822,5,2,1,True
multi-domain-138,mixed,efc11a8b,4a6a375b,0.48042097016725827,0.9550000000000001,0.775,0.0,0.5,1.0,0.9400000000000001,1.0,0.025491526700505696,0.6626185183969808,0.0436898266996425,0.005414499655027383,5,2,1,True
air-defense-139,air_defense,b5cf4f7e,c8c6a753,0.4940116642169625,0.86,0.9550000000000001,0.0,0.5,0.0,0.3333333333333334,0.5,0.0029023258388291007,0.6418170346694607,0.0029023258388291007,-0.05231701214137674,5,2,1,True
humanitarian-evacuation-140,urban_humanitarian,e97965e9,7d39cfee,0.4973957352516013,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.001591150293289767,0.6301731532909414,0.001591150293289767,-0.01722822140459135,5,2,1,True
urban-139,urban,349655b4,6fa9e1e7,0.5052626156270604,0.86,1.0,0.0,0.5,0.0,0.89,0.6666666666666667,0.014694193048861992,0.604770741302948,0.014694193048861992,0.017831782370512195,5,2,1,True
maritime-140,maritime,1ee102cb,992aab2c,0.5305194348959155,1.0,0.9550000000000001,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.025699124450989486,0.5815657675847292,0.025699124450989486,0.006835182315746979,5,2,1,True
multi-domain-141,mixed,320556cf,408e1f97,0.5141208469811819,0.77,0.86,0.0,0.5,1.0,0.9400000000000001,1.0,0.004258667664040594,0.6436321787112901,0.015790177821473517,-0.013693311291660737,5,2,1,False
air-defense-142,air_defense,d6dd755a,be7b1684,0.5014328823546738,0.86,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.011941446298724123,0.6347388726672126,0.011941446298724123,0.010327155237370156,5,2,1,True
humanitarian-evacuation-143,urban_humanitarian,ac53146f,371dede8,0.5073376319661629,1.0,0.86,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.007495302022808792,0.6121920568745433,0.008676011354123547,0.019196574232190566,5,2,1,True
urban-142,urban,8e530bc8,62e4404a,0.49665853878505317,1.0,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.005752974370980657,0.6511740601134495,0.005752974370980657,-0.007301836087238556,5,2,1,True
maritime-143,maritime,0c760212,99a29137,0.4927826634995919,0.815,0.635,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.006441279435737246,0.6481146186810764,0.006441279435737246,-0.024543358729239406,5,2,1,True
multi-domain-144,mixed,6ebc14d2,581acacc,0.48957676768886466,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.0033639036165766245,0.6554161139391425,0.030644501859692475,-0.039720651045141664,5,2,1,False
air-defense-145,air_defense,8c4315ba,1121ba2e,0.49403453642237116,0.86,0.9550000000000001,0.0,0.5,0.0,0.3333333333333334,0.5,0.00035163861120274253,0.628110872835518,0.0,0.006685428654979342,5,2,0,True
humanitarian-evacuation-146,urban_humanitarian,83f5d3f6,40f1dde6,0.5200245785512017,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0041116508946804076,0.5881896694883444,0.0041116508946804076,-0.0032386675794164876,5,2,1,True
urban-145,urban,05570b31,59ea4c2d,0.5592815698170663,0.815,0.73,0.0,0.5,0.0,0.89,0.6666666666666667,0.0012268643286503234,0.6099765330252014,0.0012268643286503234,0.032839311255567716,5,2,1,True
maritime-146,maritime,6b0115ec,6b643446,0.5120088201342131,0.86,0.9550000000000001,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.03066826834896813,0.604849476994646,0.03066826834896813,-0.0021299025478731526,5,2,1,True
multi-domain-147,mixed,73f7b4e6,d8c41957,0.5132512905672181,0.77,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.013226939534032423,0.6284491921003733,0.023948157199339182,0.008720195561031652,5,2,1,True
air-defense-148,air_defense,34ad5b0b,e67bc771,0.505020687262644,0.86,1.0,0.0,0.5,0.25,0.3333333333333334,0.5,0.005966269168594607,0.6138257427377842,0.005966269168594607,0.0040404264026461245,5,2,1,True
humanitarian-evacuation-149,urban_humanitarian,d26a6b2c,69e0f515,0.5227928274590303,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,8.965138727545785e-05,0.5700898554649237,0.0,0.03888060960383233,5,2,0,True
urban-148,urban,6146f8b5,0bf403a1,0.5366979151974589,0.815,0.77,0.0,0.5,0.0,0.89,0.6666666666666667,0.0004122920107954009,0.623454139974626,0.0,0.022137409804219854,5,2,0,True
maritime-149,maritime,a4be13bd,6dff6cce,0.5067281250203269,0.815,1.0,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.0122905226711576,0.625230703623829,0.0122905226711576,0.005427644463676384,5,2,1,True
multi-domain-150,mixed,41e92cb4,04d4fc3d,0.553381252269968,0.77,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.030344850852288163,0.5794225029136755,0.04156348847353469,0.08363180245970825,5,2,1,True
air-defense-151,air_defense,639e7649,00310fca,0.5141311015339814,0.86,0.86,0.0,0.5,0.0,0.3333333333333334,0.5,0.010697301716573016,0.60542475059652,0.010697301716573016,0.031112616848059993,5,2,1,True
humanitarian-evacuation-152,urban_humanitarian,685de700,dff2e912,0.5220199806233157,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0036804173916606953,0.5700004933640284,0.0,0.006349430412424972,5,2,0,True
urban-151,urban,1785a7ad,778f30e7,0.5345243713022156,0.9550000000000001,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.007229902678160316,0.6084309078683197,0.0,0.026069879403384677,5,2,0,True
maritime-152,maritime,e15bfbf1,b9dda55a,0.4876406226253051,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.013409229134304756,0.6562879084403337,0.021222605966180308,-0.04575133347374094,5,2,1,True
multi-domain-153,mixed,14385533,202bab8c,0.5271854778801426,0.77,0.815,0.0,0.5,1.0,0.9400000000000001,0.5714285714285714,0.017410162837140086,0.6548799346560379,0.0,-0.017209889624661745,5,2,0,True
air-defense-154,air_defense,597a0c73,40439823,0.49659375740101785,0.86,0.9550000000000001,0.0,0.5,0.0,0.3333333333333334,0.5,0.007335113333484189,0.6333816388889083,0.007335113333484189,0.011043333986330395,5,2,1,False
humanitarian-evacuation-155,urban_humanitarian,76839fee,ea84de9f,0.5059643444259471,1.0,0.815,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0008506684015289756,0.6056699171768435,0.0,0.012096422782289062,5,2,0,True
urban-154,urban,30a6526f,509db875,0.5127162950268374,0.815,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.004705287606495467,0.5791813537087616,0.0,0.03294510842561982,5,2,0,True
maritime-155,maritime,72a84369,95ea87ae,0.49156132049446144,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.01813821114114772,0.6520332246403044,0.01813821114114772,-0.04250462081793982,5,2,1,True
multi-domain-156,mixed,fbe04857,eb511a08,0.5193222481064409,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.05778027260460816,0.612457997961413,0.05778445422412681,0.04084804837427458,5,2,1,False
air-defense-157,air_defense,18db333d,541bd254,0.5108211161452006,1.0,0.86,0.0,0.5,0.0,0.3333333333333334,0.5,0.01199070195951657,0.6085136333388259,0.01199070195951657,0.046991891462416224,5,2,1,True
humanitarian-evacuation-158,urban_humanitarian,140cafeb,23b97d7e,0.5168864592034856,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.003010723529039361,0.5863598693295056,0.003010723529039361,0.009381182709403246,5,2,1,True
urban-157,urban,8df13da2,39693fa1,0.5185498663705591,1.0,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.018327525429876035,0.5772098247250573,0.018327525429876035,0.027627078918966985,5,2,1,True
maritime-158,maritime,51e5ab72,c39048f2,0.49399255679395987,1.0,0.775,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.018179470242196683,0.6439852461529685,0.018179470242196683,-0.062130629040541785,5,2,1,True
multi-domain-159,mixed,fe3111ac,ad3ae3fd,0.5094427421905757,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.036230560755243,0.6291123469462194,0.04254447928476113,-0.0050477105595747584,5,2,1,False
air-defense-160,air_defense,a14955d7,bc8c3fa3,0.49793316258979015,0.86,0.73,0.0,0.5,0.0,0.3333333333333334,0.5,0.0012751588965074223,0.618604034561308,0.0,0.007448707251444198,5,2,0,True
humanitarian-evacuation-161,urban_humanitarian,79d295ee,1e067a06,0.520912209809388,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.003213519885809424,0.5769166758436559,0.013168820949879534,0.05497501365810098,5,2,1,True
urban-160,urban,2bdb0987,d683cc1b,0.4875809139123159,1.0,0.725,0.0,0.5,0.0,0.89,0.6666666666666667,0.0005140334311778405,0.6258673006534027,0.0068454881092123165,-0.030554313162673874,5,2,1,True
maritime-161,maritime,5079546e,3130aced,0.5064657304902023,0.815,0.9550000000000001,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.0005540795458265912,0.6262345262158195,0.0005540795458265912,-0.0545457714157801,5,2,1,True
multi-domain-162,mixed,59f81cf9,ac4831bc,0.5120101798486928,0.9550000000000001,0.71,0.0,0.5,0.0,0.9400000000000001,1.0,0.000215766794726735,0.6362552103700024,0.02217744036867425,-0.02475035393661429,5,2,1,True
air-defense-163,air_defense,9ddb70ac,52279ee4,0.5103806487498174,0.86,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.007790927251042579,0.6009046896965894,0.0,-0.0049113124204615,5,2,0,True
humanitarian-evacuation-164,urban_humanitarian,9c9788c8,c94c605c,0.5085879658059679,1.0,0.635,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.005128467868226627,0.6049718018602932,0.005128467868226627,0.013802249818463563,5,2,1,True
urban-163,urban,729f31c9,31da805b,0.5078344998619156,1.0,0.91,0.0,0.5,0.0,0.89,0.6666666666666667,0.014203166354534114,0.6312831548603575,0.014203166354534114,-0.003582342282102635,5,2,1,True
maritime-164,maritime,5c26277d,7582f712,0.5331865120510041,0.815,0.815,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.019820068308021077,0.5755842848076164,0.026322578184627465,0.07322278338322652,5,2,1,True
multi-domain-165,mixed,4a4e2e9b,73f0c6ac,0.49123601193645994,0.77,0.86,0.0,0.5,1.0,0.9400000000000001,1.0,0.003556497169853401,0.6057262156743374,0.0223455766553729,0.04256775697619786,5,2,1,False
air-defense-166,air_defense,ef6943b7,ad02c901,0.4995624936361629,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0027578766921354525,0.6253323216372989,0.0,0.021512784189584466,5,2,0,False
humanitarian-evacuation-167,urban_humanitarian,781c9b07,86650238,0.5183703517685767,1.0,0.775,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.001896661128115651,0.5740240858846544,0.0,0.005407405227649709,5,2,0,True
urban-166,urban,5c58721d,6be37879,0.5045876957194209,1.0,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.0034263976142611674,0.6457194874287671,0.0034263976142611674,-0.04056204918863204,5,2,1,True
maritime-167,maritime,a8bd8c29,f4df56ee,0.5241548053878555,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.00976405260297758,0.5682162060695121,0.0,0.024438578197326533,5,2,0,True
multi-domain-168,mixed,53735cc5,05fe8976,0.5173102740255271,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.03471500292425189,0.6415678680845356,0.03471500292425189,-0.06511602671648942,5,2,1,False
air-defense-169,air_defense,193b9d65,dd275ddd,0.4887183620649901,1.0,0.9550000000000001,0.0,0.5,0.0,0.3333333333333334,0.5,0.009477762615121565,0.646589092715243,0.009477762615121565,-0.02847323365589116,5,2,1,False
humanitarian-evacuation-170,urban_humanitarian,c30ebf09,f0927661,0.49534111048054263,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0003407398945053375,0.6353664791935312,0.0003407398945053375,-0.007616198364029381,5,2,1,True
urban-169,urban,946450c9,02a92bcd,0.5167537792551353,1.0,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,5.240791920407828e-05,0.6175834094157714,0.00859467360112176,-0.0050505323857104045,5,2,1,True
maritime-170,maritime,c591ee11,491872ac,0.5118849741009018,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.040065110915386004,0.6165812285851048,0.040065110915386004,0.026328772140763568,5,2,1,True
multi-domain-171,mixed,0ab1212a,0913f4a3,0.49121276063164176,0.77,0.86,0.0,0.5,1.0,0.9400000000000001,1.0,0.004002475628182234,0.6824337862700556,0.013044300848520263,-0.025779372105258824,5,2,1,True
